"year","state","sector","source","carbdiox_millmtrcton"
2012,"utah","Commercial","Natural Gas",2
2012,"utah","Commercial","All",2.3
2012,"utah","Industrial","Coal",1.3
2012,"utah","Industrial","Petroleum Products",2.8
2012,"utah","Industrial","Natural Gas",3.7
2012,"utah","Industrial","All",7.8
2012,"utah","Transportation","Coal",0
2012,"utah","Transportation","Petroleum Products",15.7
2012,"utah","Transportation","Natural Gas",0.7
2012,"utah","Transportation","All",16.4
2012,"utah","Electric Power","Coal",29.1
2012,"utah","Electric Power","Petroleum Products",0
2012,"utah","Electric Power","Natural Gas",2.6
2012,"utah","Electric Power","All",31.8
2012,"utah","All","Coal",30.4
2012,"utah","All","Petroleum Products",19
2012,"utah","All","Natural Gas",12.3
2012,"utah","All","All",61.8
2013,"utah","Residential","Coal",0
2013,"utah","Residential","Petroleum Products",0.1
2013,"utah","Residential","Natural Gas",3.9
2013,"utah","Residential","All",4.1
2013,"utah","Commercial","Coal",0
2013,"utah","Commercial","Petroleum Products",0.4
2013,"utah","Commercial","Natural Gas",2.3
2013,"utah","Commercial","All",2.7
2013,"utah","Industrial","Coal",1.4
2013,"utah","Industrial","Petroleum Products",2.9
2013,"utah","Industrial","Natural Gas",4
2013,"utah","Industrial","All",8.3
2013,"utah","Transportation","Coal",0
2013,"utah","Transportation","Petroleum Products",16.3
2013,"utah","Transportation","Natural Gas",0.8
2013,"utah","Transportation","All",17.1
2013,"utah","Electric Power","Coal",32.2
2013,"utah","Electric Power","Petroleum Products",0
2013,"utah","Electric Power","Natural Gas",2.7
2013,"utah","Electric Power","All",34.9
2013,"utah","All","Coal",33.5
2013,"utah","All","Petroleum Products",19.8
2013,"utah","All","Natural Gas",13.7
2013,"utah","All","All",67
2014,"utah","Residential","Coal",0
2014,"utah","Residential","Petroleum Products",0.1
2014,"utah","Residential","Natural Gas",3.5
2014,"utah","Residential","All",3.6
2014,"utah","Commercial","Coal",0
2014,"utah","Commercial","Petroleum Products",0.4
2014,"utah","Commercial","Natural Gas",2.1
2014,"utah","Commercial","All",2.5
2014,"utah","Industrial","Coal",1.3
2014,"utah","Industrial","Petroleum Products",3
2014,"utah","Industrial","Natural Gas",3.8
2014,"utah","Industrial","All",8.1
2014,"utah","Transportation","Coal",0
2014,"utah","Transportation","Petroleum Products",15.9
2014,"utah","Transportation","Natural Gas",0.8
2014,"utah","Transportation","All",16.7
2014,"utah","Electric Power","Coal",31.2
2014,"utah","Electric Power","Petroleum Products",0
2014,"utah","Electric Power","Natural Gas",3.2
2014,"utah","Electric Power","All",34.4
2014,"utah","All","Coal",32.5
2014,"utah","All","Petroleum Products",19.4
2014,"utah","All","Natural Gas",13.4
2014,"utah","All","All",65.3
1980,"vermont","Residential","Coal",0
1980,"vermont","Residential","Petroleum Products",1.1
1980,"vermont","Residential","Natural Gas",0.1
1980,"vermont","Residential","All",1.2
1980,"vermont","Commercial","Coal",0
1980,"vermont","Commercial","Petroleum Products",0.4
1980,"vermont","Commercial","Natural Gas",0
1980,"vermont","Commercial","All",0.5
1980,"vermont","Industrial","Coal",0
1980,"vermont","Industrial","Petroleum Products",0.4
1980,"vermont","Industrial","Natural Gas",0.1
1980,"vermont","Industrial","All",0.5
1980,"vermont","Transportation","Coal",0
1980,"vermont","Transportation","Petroleum Products",2.4
1980,"vermont","Transportation","Natural Gas",0
1980,"vermont","Transportation","All",2.4
1980,"vermont","Electric Power","Coal",0
1980,"vermont","Electric Power","Petroleum Products",0
1980,"vermont","Electric Power","Natural Gas",0
1980,"vermont","Electric Power","All",0.1
1980,"vermont","All","Coal",0.1
1980,"vermont","All","Petroleum Products",4.4
1980,"vermont","All","Natural Gas",0.2
1980,"vermont","All","All",4.7
1981,"vermont","Residential","Coal",0
1981,"vermont","Residential","Petroleum Products",1
1981,"vermont","Residential","Natural Gas",0.1
1981,"vermont","Residential","All",1.1
1981,"vermont","Commercial","Coal",0
1981,"vermont","Commercial","Petroleum Products",0.4
1981,"vermont","Commercial","Natural Gas",0
1981,"vermont","Commercial","All",0.5
1981,"vermont","Industrial","Coal",0
1981,"vermont","Industrial","Petroleum Products",0.4
1981,"vermont","Industrial","Natural Gas",0.1
1981,"vermont","Industrial","All",0.5
1981,"vermont","Transportation","Coal",0
1981,"vermont","Transportation","Petroleum Products",2.4
1981,"vermont","Transportation","Natural Gas",0
1981,"vermont","Transportation","All",2.4
1981,"vermont","Electric Power","Coal",0
1981,"vermont","Electric Power","Petroleum Products",0
1981,"vermont","Electric Power","Natural Gas",0
1981,"vermont","Electric Power","All",0.1
1981,"vermont","All","Coal",0.1
1981,"vermont","All","Petroleum Products",4.2
1981,"vermont","All","Natural Gas",0.2
1981,"vermont","All","All",4.5
1982,"vermont","Residential","Coal",0
1982,"vermont","Residential","Petroleum Products",0.7
1982,"vermont","Residential","Natural Gas",0.1
1982,"vermont","Residential","All",0.8
1982,"vermont","Commercial","Coal",0
1982,"vermont","Commercial","Petroleum Products",0.3
1982,"vermont","Commercial","Natural Gas",0
1982,"vermont","Commercial","All",0.4
1982,"vermont","Industrial","Coal",0
1982,"vermont","Industrial","Petroleum Products",0.4
1982,"vermont","Industrial","Natural Gas",0.1
1982,"vermont","Industrial","All",0.5
1982,"vermont","Transportation","Coal",0
1982,"vermont","Transportation","Petroleum Products",2.3
1982,"vermont","Transportation","Natural Gas",0
1982,"vermont","Transportation","All",2.3
1982,"vermont","Electric Power","Coal",0.1
1982,"vermont","Electric Power","Petroleum Products",0
1982,"vermont","Electric Power","Natural Gas",0
1982,"vermont","Electric Power","All",0.1
1982,"vermont","All","Coal",0.1
1982,"vermont","All","Petroleum Products",3.7
1982,"vermont","All","Natural Gas",0.2
1982,"vermont","All","All",4.1
1983,"vermont","Residential","Coal",0
1983,"vermont","Residential","Petroleum Products",1
1983,"vermont","Residential","Natural Gas",0.1
1983,"vermont","Residential","All",1.1
1983,"vermont","Commercial","Coal",0
1983,"vermont","Commercial","Petroleum Products",0.3
1983,"vermont","Commercial","Natural Gas",0
1983,"vermont","Commercial","All",0.3
1983,"vermont","Industrial","Coal",0
1983,"vermont","Industrial","Petroleum Products",0.4
1983,"vermont","Industrial","Natural Gas",0.1
1983,"vermont","Industrial","All",0.5
1983,"vermont","Transportation","Coal",0
1983,"vermont","Transportation","Petroleum Products",2.4
1983,"vermont","Transportation","Natural Gas",0
1983,"vermont","Transportation","All",2.4
1983,"vermont","Electric Power","Coal",0.1
1983,"vermont","Electric Power","Petroleum Products",0
1983,"vermont","Electric Power","Natural Gas",0
1983,"vermont","Electric Power","All",0.1
1983,"vermont","All","Coal",0.1
1983,"vermont","All","Petroleum Products",4.1
1983,"vermont","All","Natural Gas",0.2
1983,"vermont","All","All",4.4
1984,"vermont","Residential","Coal",0
1984,"vermont","Residential","Petroleum Products",1.3
1984,"vermont","Residential","Natural Gas",0.1
1984,"vermont","Residential","All",1.4
1984,"vermont","Commercial","Coal",0
1984,"vermont","Commercial","Petroleum Products",0.3
1984,"vermont","Commercial","Natural Gas",0.1
1984,"vermont","Commercial","All",0.4
1984,"vermont","Industrial","Coal",0
1984,"vermont","Industrial","Petroleum Products",0.4
1984,"vermont","Industrial","Natural Gas",0.1
1984,"vermont","Industrial","All",0.5
1984,"vermont","Transportation","Coal",0
1984,"vermont","Transportation","Petroleum Products",2.6
1984,"vermont","Transportation","Natural Gas",0
1984,"vermont","Transportation","All",2.6
1984,"vermont","Electric Power","Coal",0.1
1984,"vermont","Electric Power","Petroleum Products",0
1984,"vermont","Electric Power","Natural Gas",0
1984,"vermont","Electric Power","All",0.1
1984,"vermont","All","Coal",0.1
1984,"vermont","All","Petroleum Products",4.6
1984,"vermont","All","Natural Gas",0.3
1984,"vermont","All","All",5
1985,"vermont","Residential","Coal",0
1985,"vermont","Residential","Petroleum Products",1.4
1985,"vermont","Residential","Natural Gas",0.1
1985,"vermont","Residential","All",1.5
1985,"vermont","Commercial","Coal",0.1
1985,"vermont","Commercial","Petroleum Products",0.3
1985,"vermont","Commercial","Natural Gas",0.1
1985,"vermont","Commercial","All",0.5
1985,"vermont","Industrial","Coal",0
1985,"vermont","Industrial","Petroleum Products",0.4
1985,"vermont","Industrial","Natural Gas",0.1
1985,"vermont","Industrial","All",0.5
1985,"vermont","Transportation","Coal",0
1985,"vermont","Transportation","Petroleum Products",2.6
1985,"vermont","Transportation","Natural Gas",0
1985,"vermont","Transportation","All",2.6
1985,"vermont","Electric Power","Coal",0.1
1985,"vermont","Electric Power","Petroleum Products",0
1985,"vermont","Electric Power","Natural Gas",0
1985,"vermont","Electric Power","All",0.1
1985,"vermont","All","Coal",0.2
1985,"vermont","All","Petroleum Products",4.7
1985,"vermont","All","Natural Gas",0.3
1985,"vermont","All","All",5.2
1986,"vermont","Residential","Coal",0
1986,"vermont","Residential","Petroleum Products",1.1
1986,"vermont","Residential","Natural Gas",0.1
1986,"vermont","Residential","All",1.2
1986,"vermont","Commercial","Coal",0
1986,"vermont","Commercial","Petroleum Products",0.4
1986,"vermont","Commercial","Natural Gas",0.1
1986,"vermont","Commercial","All",0.5
1986,"vermont","Industrial","Coal",0
1986,"vermont","Industrial","Petroleum Products",0.5
1986,"vermont","Industrial","Natural Gas",0.1
1986,"vermont","Industrial","All",0.6
1986,"vermont","Transportation","Coal",0
1986,"vermont","Transportation","Petroleum Products",2.7
1986,"vermont","Transportation","Natural Gas",0
1986,"vermont","Transportation","All",2.7
1986,"vermont","Electric Power","Coal",0
1986,"vermont","Electric Power","Petroleum Products",0
1986,"vermont","Electric Power","Natural Gas",0
1986,"vermont","Electric Power","All",0
1986,"vermont","All","Coal",0.1
1986,"vermont","All","Petroleum Products",4.8
1986,"vermont","All","Natural Gas",0.3
1986,"vermont","All","All",5.1
1987,"vermont","Residential","Coal",0
1987,"vermont","Residential","Petroleum Products",1.2
1987,"vermont","Residential","Natural Gas",0.1
1987,"vermont","Residential","All",1.3
1987,"vermont","Commercial","Coal",0
1987,"vermont","Commercial","Petroleum Products",0.5
1987,"vermont","Commercial","Natural Gas",0.1
1987,"vermont","Commercial","All",0.6
1987,"vermont","Industrial","Coal",0
1987,"vermont","Industrial","Petroleum Products",0.5
1987,"vermont","Industrial","Natural Gas",0.1
1987,"vermont","Industrial","All",0.6
1987,"vermont","Transportation","Coal",0
1987,"vermont","Transportation","Petroleum Products",3
1987,"vermont","Transportation","Natural Gas",0
1987,"vermont","Transportation","All",3
1987,"vermont","Electric Power","Coal",0
1987,"vermont","Electric Power","Petroleum Products",0
1987,"vermont","Electric Power","Natural Gas",0
1987,"vermont","Electric Power","All",0
1987,"vermont","All","Coal",0
1987,"vermont","All","Petroleum Products",5.2
1987,"vermont","All","Natural Gas",0.3
1987,"vermont","All","All",5.5
1988,"vermont","Residential","Coal",0
1988,"vermont","Residential","Petroleum Products",1.2
1988,"vermont","Residential","Natural Gas",0.1
1988,"vermont","Residential","All",1.4
1988,"vermont","Commercial","Coal",0
1988,"vermont","Commercial","Petroleum Products",0.5
1988,"vermont","Commercial","Natural Gas",0.1
1988,"vermont","Commercial","All",0.6
1988,"vermont","Industrial","Coal",0
1988,"vermont","Industrial","Petroleum Products",0.5
1988,"vermont","Industrial","Natural Gas",0.1
1988,"vermont","Industrial","All",0.6
1988,"vermont","Transportation","Coal",0
1988,"vermont","Transportation","Petroleum Products",3.1
1988,"vermont","Transportation","Natural Gas",0
1988,"vermont","Transportation","All",3.1
1988,"vermont","Electric Power","Coal",0
1988,"vermont","Electric Power","Petroleum Products",0
1988,"vermont","Electric Power","Natural Gas",0
1988,"vermont","Electric Power","All",0
1988,"vermont","All","Coal",0
1988,"vermont","All","Petroleum Products",5.4
1988,"vermont","All","Natural Gas",0.3
1988,"vermont","All","All",5.7
1989,"vermont","Residential","Coal",0
1989,"vermont","Residential","Petroleum Products",1.4
1989,"vermont","Residential","Natural Gas",0.1
1989,"vermont","Residential","All",1.5
1989,"vermont","Commercial","Coal",0
1989,"vermont","Commercial","Petroleum Products",0.5
1989,"vermont","Commercial","Natural Gas",0.1
1989,"vermont","Commercial","All",0.6
1989,"vermont","Industrial","Coal",0
1989,"vermont","Industrial","Petroleum Products",0.4
1989,"vermont","Industrial","Natural Gas",0.1
1989,"vermont","Industrial","All",0.5
1989,"vermont","Transportation","Coal",0
1989,"vermont","Transportation","Petroleum Products",3
1989,"vermont","Transportation","Natural Gas",0
1989,"vermont","Transportation","All",3
1989,"vermont","Electric Power","Coal",0
1989,"vermont","Electric Power","Petroleum Products",0
1989,"vermont","Electric Power","Natural Gas",0
1989,"vermont","Electric Power","All",0
1989,"vermont","All","Coal",0
1989,"vermont","All","Petroleum Products",5.3
1989,"vermont","All","Natural Gas",0.3
1989,"vermont","All","All",5.7
1990,"vermont","Residential","Coal",0
1990,"vermont","Residential","Petroleum Products",1.3
1990,"vermont","Residential","Natural Gas",0.1
1990,"vermont","Residential","All",1.4
1990,"vermont","Commercial","Coal",0
1990,"vermont","Commercial","Petroleum Products",0.5
1990,"vermont","Commercial","Natural Gas",0.1
1990,"vermont","Commercial","All",0.6
1990,"vermont","Industrial","Coal",0
1990,"vermont","Industrial","Petroleum Products",0.4
1990,"vermont","Industrial","Natural Gas",0.1
1990,"vermont","Industrial","All",0.5
1990,"vermont","Transportation","Coal",0
1990,"vermont","Transportation","Petroleum Products",3
1990,"vermont","Transportation","Natural Gas",0
1990,"vermont","Transportation","All",3
1990,"vermont","Electric Power","Coal",0
1990,"vermont","Electric Power","Petroleum Products",0
1990,"vermont","Electric Power","Natural Gas",0
1990,"vermont","Electric Power","All",0
1990,"vermont","All","Coal",0
1990,"vermont","All","Petroleum Products",5.1
1990,"vermont","All","Natural Gas",0.4
1990,"vermont","All","All",5.5
1991,"vermont","Residential","Coal",0
1991,"vermont","Residential","Petroleum Products",1.3
1991,"vermont","Residential","Natural Gas",0.1
1991,"vermont","Residential","All",1.5
1991,"vermont","Commercial","Coal",0
1991,"vermont","Commercial","Petroleum Products",0.5
1991,"vermont","Commercial","Natural Gas",0.1
1991,"vermont","Commercial","All",0.6
1991,"vermont","Industrial","Coal",0
1991,"vermont","Industrial","Petroleum Products",0.4
1991,"vermont","Industrial","Natural Gas",0.1
1991,"vermont","Industrial","All",0.5
1991,"vermont","Transportation","Coal",0
1991,"vermont","Transportation","Petroleum Products",3
1991,"vermont","Transportation","Natural Gas",0
1991,"vermont","Transportation","All",3
1991,"vermont","Electric Power","Coal",0
1991,"vermont","Electric Power","Petroleum Products",0
1991,"vermont","Electric Power","Natural Gas",0.1
1991,"vermont","Electric Power","All",0.1
1991,"vermont","All","Coal",0
1991,"vermont","All","Petroleum Products",5.3
1991,"vermont","All","Natural Gas",0.4
1991,"vermont","All","All",5.7
1992,"vermont","Residential","Coal",0
1992,"vermont","Residential","Petroleum Products",1.4
1992,"vermont","Residential","Natural Gas",0.1
1992,"vermont","Residential","All",1.6
1992,"vermont","Commercial","Coal",0
1992,"vermont","Commercial","Petroleum Products",0.6
1992,"vermont","Commercial","Natural Gas",0.1
1992,"vermont","Commercial","All",0.7
1992,"vermont","Industrial","Coal",0
1992,"vermont","Industrial","Petroleum Products",0.4
1992,"vermont","Industrial","Natural Gas",0.1
1992,"vermont","Industrial","All",0.6
1992,"vermont","Transportation","Coal",0
1992,"vermont","Transportation","Petroleum Products",3.2
1992,"vermont","Transportation","Natural Gas",0
1992,"vermont","Transportation","All",3.2
1992,"vermont","Electric Power","Coal",0
1992,"vermont","Electric Power","Petroleum Products",0
1992,"vermont","Electric Power","Natural Gas",0
1992,"vermont","Electric Power","All",0
1992,"vermont","All","Coal",0
1992,"vermont","All","Petroleum Products",5.7
1992,"vermont","All","Natural Gas",0.4
1992,"vermont","All","All",6.1
1993,"vermont","Residential","Coal",0
1993,"vermont","Residential","Petroleum Products",1.4
1993,"vermont","Residential","Natural Gas",0.1
1993,"vermont","Residential","All",1.5
1993,"vermont","Commercial","Coal",0
1993,"vermont","Commercial","Petroleum Products",0.5
1993,"vermont","Commercial","Natural Gas",0.1
1993,"vermont","Commercial","All",0.7
1993,"vermont","Industrial","Coal",0
