"","state","year","sector","source","carbdiox_millmtrcton","bill.btu","gdp.mill.curr","population","region","division"
"10337","idaho",1990,"Residential","All",0.8,79407,18004,1012384,"west","mountain"
"10338","idaho",1990,"Residential","Coal",0,NA,18004,1012384,"west","mountain"
"10339","idaho",1990,"Residential","Natural Gas",0.5,NA,18004,1012384,"west","mountain"
"10340","idaho",1990,"Residential","Petroleum Products",0.3,NA,18004,1012384,"west","mountain"
"10341","idaho",1990,"Transportation","All",6.3,90873,18004,1012384,"west","mountain"
"10342","idaho",1990,"Transportation","Coal",0,NA,18004,1012384,"west","mountain"
"10343","idaho",1990,"Transportation","Natural Gas",0.3,NA,18004,1012384,"west","mountain"
"10344","idaho",1990,"Transportation","Petroleum Products",6,NA,18004,1012384,"west","mountain"
"10345","idaho",1991,"All","All",12.1,415496,18852,1041316,"west","mountain"
"10346","idaho",1991,"All","Coal",1.2,NA,18852,1041316,"west","mountain"
"10347","idaho",1991,"All","Natural Gas",2.8,NA,18852,1041316,"west","mountain"
"10348","idaho",1991,"All","Petroleum Products",8.1,NA,18852,1041316,"west","mountain"
"10349","idaho",1991,"Commercial","All",0.9,74932,18852,1041316,"west","mountain"
"10350","idaho",1991,"Commercial","Coal",0.1,NA,18852,1041316,"west","mountain"
"10351","idaho",1991,"Commercial","Natural Gas",0.5,NA,18852,1041316,"west","mountain"
"10352","idaho",1991,"Commercial","Petroleum Products",0.3,NA,18852,1041316,"west","mountain"
"10353","idaho",1991,"Electric Power","All",0,93005,18852,1041316,"west","mountain"
"10354","idaho",1991,"Electric Power","Coal",0,NA,18852,1041316,"west","mountain"
"10355","idaho",1991,"Electric Power","Natural Gas",0,NA,18852,1041316,"west","mountain"
"10356","idaho",1991,"Electric Power","Petroleum Products",0,NA,18852,1041316,"west","mountain"
"10357","idaho",1991,"Industrial","All",4,165914,18852,1041316,"west","mountain"
"10358","idaho",1991,"Industrial","Coal",1,NA,18852,1041316,"west","mountain"
"10359","idaho",1991,"Industrial","Natural Gas",1.5,NA,18852,1041316,"west","mountain"
"10360","idaho",1991,"Industrial","Petroleum Products",1.6,NA,18852,1041316,"west","mountain"
"10361","idaho",1991,"Residential","All",0.9,85863,18852,1041316,"west","mountain"
"10362","idaho",1991,"Residential","Coal",0,NA,18852,1041316,"west","mountain"
"10363","idaho",1991,"Residential","Natural Gas",0.6,NA,18852,1041316,"west","mountain"
"10364","idaho",1991,"Residential","Petroleum Products",0.3,NA,18852,1041316,"west","mountain"
"10365","idaho",1991,"Transportation","All",6.2,88787,18852,1041316,"west","mountain"
"10366","idaho",1991,"Transportation","Coal",0,NA,18852,1041316,"west","mountain"
"10367","idaho",1991,"Transportation","Natural Gas",0.3,NA,18852,1041316,"west","mountain"
"10368","idaho",1991,"Transportation","Petroleum Products",5.9,NA,18852,1041316,"west","mountain"
"10369","idaho",1992,"All","All",11.4,420072,20632,1071685,"west","mountain"
"10370","idaho",1992,"All","Coal",0.9,NA,20632,1071685,"west","mountain"
"10371","idaho",1992,"All","Natural Gas",2.7,NA,20632,1071685,"west","mountain"
"10372","idaho",1992,"All","Petroleum Products",7.8,NA,20632,1071685,"west","mountain"
"10373","idaho",1992,"Commercial","All",0.9,79694,20632,1071685,"west","mountain"
"10374","idaho",1992,"Commercial","Coal",0.1,NA,20632,1071685,"west","mountain"
"10375","idaho",1992,"Commercial","Natural Gas",0.5,NA,20632,1071685,"west","mountain"
"10376","idaho",1992,"Commercial","Petroleum Products",0.3,NA,20632,1071685,"west","mountain"
"10377","idaho",1992,"Electric Power","All",0,70926,20632,1071685,"west","mountain"
"10378","idaho",1992,"Electric Power","Coal",0,NA,20632,1071685,"west","mountain"
"10379","idaho",1992,"Electric Power","Natural Gas",0,NA,20632,1071685,"west","mountain"
"10380","idaho",1992,"Electric Power","Petroleum Products",0,NA,20632,1071685,"west","mountain"
"10381","idaho",1992,"Industrial","All",3.4,169187,20632,1071685,"west","mountain"
"10382","idaho",1992,"Industrial","Coal",0.8,NA,20632,1071685,"west","mountain"
"10383","idaho",1992,"Industrial","Natural Gas",1.5,NA,20632,1071685,"west","mountain"
"10384","idaho",1992,"Industrial","Petroleum Products",1.1,NA,20632,1071685,"west","mountain"
"10385","idaho",1992,"Residential","All",0.8,81517,20632,1071685,"west","mountain"
"10386","idaho",1992,"Residential","Coal",0,NA,20632,1071685,"west","mountain"
"10387","idaho",1992,"Residential","Natural Gas",0.5,NA,20632,1071685,"west","mountain"
"10388","idaho",1992,"Residential","Petroleum Products",0.3,NA,20632,1071685,"west","mountain"
"10389","idaho",1992,"Transportation","All",6.3,89674,20632,1071685,"west","mountain"
"10390","idaho",1992,"Transportation","Coal",0,NA,20632,1071685,"west","mountain"
"10391","idaho",1992,"Transportation","Natural Gas",0.2,NA,20632,1071685,"west","mountain"
"10392","idaho",1992,"Transportation","Petroleum Products",6.1,NA,20632,1071685,"west","mountain"
"10393","idaho",1993,"All","All",12.5,435428,23100,1108768,"west","mountain"
"10394","idaho",1993,"All","Coal",0.9,NA,23100,1108768,"west","mountain"
"10395","idaho",1993,"All","Natural Gas",3.1,NA,23100,1108768,"west","mountain"
"10396","idaho",1993,"All","Petroleum Products",8.5,NA,23100,1108768,"west","mountain"
"10397","idaho",1993,"Commercial","All",0.8,74997,23100,1108768,"west","mountain"
"10398","idaho",1993,"Commercial","Coal",0.1,NA,23100,1108768,"west","mountain"
"10399","idaho",1993,"Commercial","Natural Gas",0.6,NA,23100,1108768,"west","mountain"
"10400","idaho",1993,"Commercial","Petroleum Products",0.2,NA,23100,1108768,"west","mountain"
"10401","idaho",1993,"Electric Power","All",0,101546,23100,1108768,"west","mountain"
"10402","idaho",1993,"Electric Power","Coal",0,NA,23100,1108768,"west","mountain"
"10403","idaho",1993,"Electric Power","Natural Gas",0,NA,23100,1108768,"west","mountain"
"10404","idaho",1993,"Electric Power","Petroleum Products",0,NA,23100,1108768,"west","mountain"
"10405","idaho",1993,"Industrial","All",3.5,168299,23100,1108768,"west","mountain"
"10406","idaho",1993,"Industrial","Coal",0.8,NA,23100,1108768,"west","mountain"
"10407","idaho",1993,"Industrial","Natural Gas",1.6,NA,23100,1108768,"west","mountain"
"10408","idaho",1993,"Industrial","Petroleum Products",1.1,NA,23100,1108768,"west","mountain"
"10409","idaho",1993,"Residential","All",1,91254,23100,1108768,"west","mountain"
"10410","idaho",1993,"Residential","Coal",0,NA,23100,1108768,"west","mountain"
"10411","idaho",1993,"Residential","Natural Gas",0.7,NA,23100,1108768,"west","mountain"
"10412","idaho",1993,"Residential","Petroleum Products",0.3,NA,23100,1108768,"west","mountain"
"10413","idaho",1993,"Transportation","All",7.1,100878,23100,1108768,"west","mountain"
"10414","idaho",1993,"Transportation","Coal",0,NA,23100,1108768,"west","mountain"
"10415","idaho",1993,"Transportation","Natural Gas",0.2,NA,23100,1108768,"west","mountain"
"10416","idaho",1993,"Transportation","Petroleum Products",6.9,NA,23100,1108768,"west","mountain"
"10417","idaho",1994,"All","All",12.6,450151,25455,1145140,"west","mountain"
"10418","idaho",1994,"All","Coal",0.9,NA,25455,1145140,"west","mountain"
"10419","idaho",1994,"All","Natural Gas",3.1,NA,25455,1145140,"west","mountain"
"10420","idaho",1994,"All","Petroleum Products",8.6,NA,25455,1145140,"west","mountain"
"10421","idaho",1994,"Commercial","All",0.8,82784,25455,1145140,"west","mountain"
"10422","idaho",1994,"Commercial","Coal",0.1,NA,25455,1145140,"west","mountain"
"10423","idaho",1994,"Commercial","Natural Gas",0.6,NA,25455,1145140,"west","mountain"
"10424","idaho",1994,"Commercial","Petroleum Products",0.2,NA,25455,1145140,"west","mountain"
"10425","idaho",1994,"Electric Power","All",0,83283,25455,1145140,"west","mountain"
"10426","idaho",1994,"Electric Power","Coal",0,NA,25455,1145140,"west","mountain"
"10427","idaho",1994,"Electric Power","Natural Gas",0,NA,25455,1145140,"west","mountain"
"10428","idaho",1994,"Electric Power","Petroleum Products",0,NA,25455,1145140,"west","mountain"
"10429","idaho",1994,"Industrial","All",3.6,174688,25455,1145140,"west","mountain"
"10430","idaho",1994,"Industrial","Coal",0.8,NA,25455,1145140,"west","mountain"
"10431","idaho",1994,"Industrial","Natural Gas",1.6,NA,25455,1145140,"west","mountain"
"10432","idaho",1994,"Industrial","Petroleum Products",1.1,NA,25455,1145140,"west","mountain"
"10433","idaho",1994,"Residential","All",0.9,89363,25455,1145140,"west","mountain"
"10434","idaho",1994,"Residential","Coal",0,NA,25455,1145140,"west","mountain"
"10435","idaho",1994,"Residential","Natural Gas",0.7,NA,25455,1145140,"west","mountain"
"10436","idaho",1994,"Residential","Petroleum Products",0.3,NA,25455,1145140,"west","mountain"
"10437","idaho",1994,"Transportation","All",7.3,103317,25455,1145140,"west","mountain"
"10438","idaho",1994,"Transportation","Coal",0,NA,25455,1145140,"west","mountain"
"10439","idaho",1994,"Transportation","Natural Gas",0.3,NA,25455,1145140,"west","mountain"
"10440","idaho",1994,"Transportation","Petroleum Products",7,NA,25455,1145140,"west","mountain"
"10441","idaho",1995,"All","All",13.4,463782,27762,1177322,"west","mountain"
"10442","idaho",1995,"All","Coal",0.8,NA,27762,1177322,"west","mountain"
"10443","idaho",1995,"All","Natural Gas",3.5,NA,27762,1177322,"west","mountain"
"10444","idaho",1995,"All","Petroleum Products",9.1,NA,27762,1177322,"west","mountain"
"10445","idaho",1995,"Commercial","All",0.8,78397,27762,1177322,"west","mountain"
"10446","idaho",1995,"Commercial","Coal",0.1,NA,27762,1177322,"west","mountain"
"10447","idaho",1995,"Commercial","Natural Gas",0.6,NA,27762,1177322,"west","mountain"
"10448","idaho",1995,"Commercial","Petroleum Products",0.2,NA,27762,1177322,"west","mountain"
"10449","idaho",1995,"Electric Power","All",0,114660,27762,1177322,"west","mountain"
"10450","idaho",1995,"Electric Power","Coal",0,NA,27762,1177322,"west","mountain"
"10451","idaho",1995,"Electric Power","Natural Gas",0,NA,27762,1177322,"west","mountain"
"10452","idaho",1995,"Electric Power","Petroleum Products",0,NA,27762,1177322,"west","mountain"
"10453","idaho",1995,"Industrial","All",3.8,184686,27762,1177322,"west","mountain"
"10454","idaho",1995,"Industrial","Coal",0.8,NA,27762,1177322,"west","mountain"
"10455","idaho",1995,"Industrial","Natural Gas",1.9,NA,27762,1177322,"west","mountain"
"10456","idaho",1995,"Industrial","Petroleum Products",1.2,NA,27762,1177322,"west","mountain"
"10457","idaho",1995,"Residential","All",1,90063,27762,1177322,"west","mountain"
"10458","idaho",1995,"Residential","Coal",0,NA,27762,1177322,"west","mountain"
"10459","idaho",1995,"Residential","Natural Gas",0.7,NA,27762,1177322,"west","mountain"
"10460","idaho",1995,"Residential","Petroleum Products",0.3,NA,27762,1177322,"west","mountain"
"10461","idaho",1995,"Transportation","All",7.8,110635,27762,1177322,"west","mountain"
"10462","idaho",1995,"Transportation","Coal",0,NA,27762,1177322,"west","mountain"
"10463","idaho",1995,"Transportation","Natural Gas",0.3,NA,27762,1177322,"west","mountain"
"10464","idaho",1995,"Transportation","Petroleum Products",7.4,NA,27762,1177322,"west","mountain"
"10465","idaho",1996,"All","All",14.1,497525,28915,1203083,"west","mountain"
"10466","idaho",1996,"All","Coal",0.7,NA,28915,1203083,"west","mountain"
"10467","idaho",1996,"All","Natural Gas",3.7,NA,28915,1203083,"west","mountain"
"10468","idaho",1996,"All","Petroleum Products",9.7,NA,28915,1203083,"west","mountain"
"10469","idaho",1996,"Commercial","All",1,87185,28915,1203083,"west","mountain"
"10470","idaho",1996,"Commercial","Coal",0.1,NA,28915,1203083,"west","mountain"
"10471","idaho",1996,"Commercial","Natural Gas",0.6,NA,28915,1203083,"west","mountain"
"10472","idaho",1996,"Commercial","Petroleum Products",0.3,NA,28915,1203083,"west","mountain"
"10473","idaho",1996,"Electric Power","All",0,139330,28915,1203083,"west","mountain"
"10474","idaho",1996,"Electric Power","Coal",0,NA,28915,1203083,"west","mountain"
"10475","idaho",1996,"Electric Power","Natural Gas",0,NA,28915,1203083,"west","mountain"
"10476","idaho",1996,"Electric Power","Petroleum Products",0,NA,28915,1203083,"west","mountain"
"10477","idaho",1996,"Industrial","All",4.1,203156,28915,1203083,"west","mountain"
"10478","idaho",1996,"Industrial","Coal",0.6,NA,28915,1203083,"west","mountain"
"10479","idaho",1996,"Industrial","Natural Gas",1.9,NA,28915,1203083,"west","mountain"
"10480","idaho",1996,"Industrial","Petroleum Products",1.6,NA,28915,1203083,"west","mountain"
"10481","idaho",1996,"Residential","All",1.1,94880,28915,1203083,"west","mountain"
"10482","idaho",1996,"Residential","Coal",0,NA,28915,1203083,"west","mountain"
"10483","idaho",1996,"Residential","Natural Gas",0.8,NA,28915,1203083,"west","mountain"
"10484","idaho",1996,"Residential","Petroleum Products",0.3,NA,28915,1203083,"west","mountain"
"10485","idaho",1996,"Transportation","All",7.9,112303,28915,1203083,"west","mountain"
"10486","idaho",1996,"Transportation","Coal",0,NA,28915,1203083,"west","mountain"
"10487","idaho",1996,"Transportation","Natural Gas",0.3,NA,28915,1203083,"west","mountain"
"10488","idaho",1996,"Transportation","Petroleum Products",7.6,NA,28915,1203083,"west","mountain"
"10489","idaho",1997,"All","All",13.8,499597,29489,1228520,"west","mountain"
"10490","idaho",1997,"All","Coal",0.6,NA,29489,1228520,"west","mountain"
"10491","idaho",1997,"All","Natural Gas",3.8,NA,29489,1228520,"west","mountain"
"10492","idaho",1997,"All","Petroleum Products",9.5,NA,29489,1228520,"west","mountain"
"10493","idaho",1997,"Commercial","All",0.9,85827,29489,1228520,"west","mountain"
"10494","idaho",1997,"Commercial","Coal",0.1,NA,29489,1228520,"west","mountain"
"10495","idaho",1997,"Commercial","Natural Gas",0.6,NA,29489,1228520,"west","mountain"
"10496","idaho",1997,"Commercial","Petroleum Products",0.2,NA,29489,1228520,"west","mountain"
"10497","idaho",1997,"Electric Power","All",0.1,153575,29489,1228520,"west","mountain"
"10498","idaho",1997,"Electric Power","Coal",0,NA,29489,1228520,"west","mountain"
"10499","idaho",1997,"Electric Power","Natural Gas",0.1,NA,29489,1228520,"west","mountain"
"10500","idaho",1997,"Electric Power","Petroleum Products",0,NA,29489,1228520,"west","mountain"
"10501","idaho",1997,"Industrial","All",3.6,202548,29489,1228520,"west","mountain"
"10502","idaho",1997,"Industrial","Coal",0.5,NA,29489,1228520,"west","mountain"
"10503","idaho",1997,"Industrial","Natural Gas",1.9,NA,29489,1228520,"west","mountain"
"10504","idaho",1997,"Industrial","Petroleum Products",1.2,NA,29489,1228520,"west","mountain"
"10505","idaho",1997,"Residential","All",1.1,96213,29489,1228520,"west","mountain"
"10506","idaho",1997,"Residential","Coal",0,NA,29489,1228520,"west","mountain"
"10507","idaho",1997,"Residential","Natural Gas",0.8,NA,29489,1228520,"west","mountain"
"10508","idaho",1997,"Residential","Petroleum Products",0.3,NA,29489,1228520,"west","mountain"
"10509","idaho",1997,"Transportation","All",8.1,115008,29489,1228520,"west","mountain"
"10510","idaho",1997,"Transportation","Coal",0,NA,29489,1228520,"west","mountain"
"10511","idaho",1997,"Transportation","Natural Gas",0.3,NA,29489,1228520,"west","mountain"
"10512","idaho",1997,"Transportation","Petroleum Products",7.8,NA,29489,1228520,"west","mountain"
"10513","idaho",1998,"All","All",14.1,504435,31142,1252330,"west","mountain"
"10514","idaho",1998,"All","Coal",0.8,NA,31142,1252330,"west","mountain"
"10515","idaho",1998,"All","Natural Gas",3.8,NA,31142,1252330,"west","mountain"
"10516","idaho",1998,"All","Petroleum Products",9.5,NA,31142,1252330,"west","mountain"
"10517","idaho",1998,"Commercial","All",0.9,86463,31142,1252330,"west","mountain"
"10518","idaho",1998,"Commercial","Coal",0.1,NA,31142,1252330,"west","mountain"
"10519","idaho",1998,"Commercial","Natural Gas",0.6,NA,31142,1252330,"west","mountain"
"10520","idaho",1998,"Commercial","Petroleum Products",0.2,NA,31142,1252330,"west","mountain"
"10521","idaho",1998,"Electric Power","All",0.1,135531,31142,1252330,"west","mountain"
"10522","idaho",1998,"Electric Power","Coal",0,NA,31142,1252330,"west","mountain"
"10523","idaho",1998,"Electric Power","Natural Gas",0.1,NA,31142,1252330,"west","mountain"
"10524","idaho",1998,"Electric Power","Petroleum Products",0,NA,31142,1252330,"west","mountain"
"10525","idaho",1998,"Industrial","All",3.7,205054,31142,1252330,"west","mountain"
"10526","idaho",1998,"Industrial","Coal",0.7,NA,31142,1252330,"west","mountain"
"10527","idaho",1998,"Industrial","Natural Gas",1.9,NA,31142,1252330,"west","mountain"
"10528","idaho",1998,"Industrial","Petroleum Products",1.1,NA,31142,1252330,"west","mountain"
"10529","idaho",1998,"Residential","All",1.1,95559,31142,1252330,"west","mountain"
"10530","idaho",1998,"Residential","Coal",0,NA,31142,1252330,"west","mountain"
"10531","idaho",1998,"Residential","Natural Gas",0.9,NA,31142,1252330,"west","mountain"
"10532","idaho",1998,"Residential","Petroleum Products",0.2,NA,31142,1252330,"west","mountain"
"10533","idaho",1998,"Transportation","All",8.3,117359,31142,1252330,"west","mountain"
"10534","idaho",1998,"Transportation","Coal",0,NA,31142,1252330,"west","mountain"
"10535","idaho",1998,"Transportation","Natural Gas",0.3,NA,31142,1252330,"west","mountain"
"10536","idaho",1998,"Transportation","Petroleum Products",8,NA,31142,1252330,"west","mountain"
"10537","idaho",1999,"All","All",15,527728,34302,1275674,"west","mountain"
"10538","idaho",1999,"All","Coal",0.8,NA,34302,1275674,"west","mountain"
"10539","idaho",1999,"All","Natural Gas",3.9,NA,34302,1275674,"west","mountain"
"10540","idaho",1999,"All","Petroleum Products",10.3,NA,34302,1275674,"west","mountain"
"10541","idaho",1999,"Commercial","All",1.1,94544,34302,1275674,"west","mountain"
"10542","idaho",1999,"Commercial","Coal",0.1,NA,34302,1275674,"west","mountain"
"10543","idaho",1999,"Commercial","Natural Gas",0.7,NA,34302,1275674,"west","mountain"
"10544","idaho",1999,"Commercial","Petroleum Products",0.3,NA,34302,1275674,"west","mountain"
"10545","idaho",1999,"Electric Power","All",0.1,140813,34302,1275674,"west","mountain"
"10546","idaho",1999,"Electric Power","Coal",0,NA,34302,1275674,"west","mountain"
"10547","idaho",1999,"Electric Power","Natural Gas",0.1,NA,34302,1275674,"west","mountain"
"10548","idaho",1999,"Electric Power","Petroleum Products",0,NA,34302,1275674,"west","mountain"
"10549","idaho",1999,"Industrial","All",3.7,207167,34302,1275674,"west","mountain"
"10550","idaho",1999,"Industrial","Coal",0.6,NA,34302,1275674,"west","mountain"
"10551","idaho",1999,"Industrial","Natural Gas",1.9,NA,34302,1275674,"west","mountain"
"10552","idaho",1999,"Industrial","Petroleum Products",1.2,NA,34302,1275674,"west","mountain"
"10553","idaho",1999,"Residential","All",1.4,102407,34302,1275674,"west","mountain"
"10554","idaho",1999,"Residential","Coal",0,NA,34302,1275674,"west","mountain"
"10555","idaho",1999,"Residential","Natural Gas",1,NA,34302,1275674,"west","mountain"
"10556","idaho",1999,"Residential","Petroleum Products",0.4,NA,34302,1275674,"west","mountain"
"10557","idaho",1999,"Transportation","All",8.7,123611,34302,1275674,"west","mountain"
"10558","idaho",1999,"Transportation","Coal",0,NA,34302,1275674,"west","mountain"
"10559","idaho",1999,"Transportation","Natural Gas",0.3,NA,34302,1275674,"west","mountain"
"10560","idaho",1999,"Transportation","Petroleum Products",8.5,NA,34302,1275674,"west","mountain"
"10561","idaho",2000,"All","All",15.7,540023,38216,1299430,"west","mountain"
"10562","idaho",2000,"All","Coal",1.3,NA,38216,1299430,"west","mountain"
"10563","idaho",2000,"All","Natural Gas",4,NA,38216,1299430,"west","mountain"
"10564","idaho",2000,"All","Petroleum Products",10.4,NA,38216,1299430,"west","mountain"
"10565","idaho",2000,"Commercial","All",1.1,103153,38216,1299430,"west","mountain"
"10566","idaho",2000,"Commercial","Coal",0,NA,38216,1299430,"west","mountain"
"10567","idaho",2000,"Commercial","Natural Gas",0.7,NA,38216,1299430,"west","mountain"
"10568","idaho",2000,"Commercial","Petroleum Products",0.3,NA,38216,1299430,"west","mountain"
"10569","idaho",2000,"Electric Power","All",0.1,114806,38216,1299430,"west","mountain"
"10570","idaho",2000,"Electric Power","Coal",0,NA,38216,1299430,"west","mountain"
"10571","idaho",2000,"Electric Power","Natural Gas",0.1,NA,38216,1299430,"west","mountain"
"10572","idaho",2000,"Electric Power","Petroleum Products",0,NA,38216,1299430,"west","mountain"
"10573","idaho",2000,"Industrial","All",4.2,204145,38216,1299430,"west","mountain"
"10574","idaho",2000,"Industrial","Coal",1.3,NA,38216,1299430,"west","mountain"
"10575","idaho",2000,"Industrial","Natural Gas",1.8,NA,38216,1299430,"west","mountain"
"10576","idaho",2000,"Industrial","Petroleum Products",1.2,NA,38216,1299430,"west","mountain"
"10577","idaho",2000,"Residential","All",1.5,108298,38216,1299430,"west","mountain"
"10578","idaho",2000,"Residential","Coal",0,NA,38216,1299430,"west","mountain"
"10579","idaho",2000,"Residential","Natural Gas",1,NA,38216,1299430,"west","mountain"
"10580","idaho",2000,"Residential","Petroleum Products",0.5,NA,38216,1299430,"west","mountain"
"10581","idaho",2000,"Transportation","All",8.8,124427,38216,1299430,"west","mountain"
"10582","idaho",2000,"Transportation","Coal",0,NA,38216,1299430,"west","mountain"
"10583","idaho",2000,"Transportation","Natural Gas",0.3,NA,38216,1299430,"west","mountain"
"10584","idaho",2000,"Transportation","Petroleum Products",8.4,NA,38216,1299430,"west","mountain"
"10585","idaho",2001,"All","All",15.6,501185,37611,1319962,"west","mountain"
"10586","idaho",2001,"All","Coal",1.1,NA,37611,1319962,"west","mountain"
"10587","idaho",2001,"All","Natural Gas",4.3,NA,37611,1319962,"west","mountain"
"10588","idaho",2001,"All","Petroleum Products",10.2,NA,37611,1319962,"west","mountain"
"10589","idaho",2001,"Commercial","All",1,95192,37611,1319962,"west","mountain"
"10590","idaho",2001,"Commercial","Coal",0,NA,37611,1319962,"west","mountain"
"10591","idaho",2001,"Commercial","Natural Gas",0.7,NA,37611,1319962,"west","mountain"
"10592","idaho",2001,"Commercial","Petroleum Products",0.3,NA,37611,1319962,"west","mountain"
"10593","idaho",2001,"Electric Power","All",0.6,86179,37611,1319962,"west","mountain"
"10594","idaho",2001,"Electric Power","Coal",0,NA,37611,1319962,"west","mountain"
"10595","idaho",2001,"Electric Power","Natural Gas",0.6,NA,37611,1319962,"west","mountain"
"10596","idaho",2001,"Electric Power","Petroleum Products",0,NA,37611,1319962,"west","mountain"
"10597","idaho",2001,"Industrial","All",4,180805,37611,1319962,"west","mountain"
"10598","idaho",2001,"Industrial","Coal",1,NA,37611,1319962,"west","mountain"
"10599","idaho",2001,"Industrial","Natural Gas",1.6,NA,37611,1319962,"west","mountain"
"10600","idaho",2001,"Industrial","Petroleum Products",1.3,NA,37611,1319962,"west","mountain"
"10601","idaho",2001,"Residential","All",1.4,103595,37611,1319962,"west","mountain"
"10602","idaho",2001,"Residential","Coal",0,NA,37611,1319962,"west","mountain"
"10603","idaho",2001,"Residential","Natural Gas",1,NA,37611,1319962,"west","mountain"
"10604","idaho",2001,"Residential","Petroleum Products",0.4,NA,37611,1319962,"west","mountain"
"10605","idaho",2001,"Transportation","All",8.6,121592,37611,1319962,"west","mountain"
"10606","idaho",2001,"Transportation","Coal",0,NA,37611,1319962,"west","mountain"
"10607","idaho",2001,"Transportation","Natural Gas",0.4,NA,37611,1319962,"west","mountain"
"10608","idaho",2001,"Transportation","Petroleum Products",8.2,NA,37611,1319962,"west","mountain"
"10609","idaho",2002,"All","All",15,496504,38897,1340372,"west","mountain"
"10610","idaho",2002,"All","Coal",1,NA,38897,1340372,"west","mountain"
"10611","idaho",2002,"All","Natural Gas",3.9,NA,38897,1340372,"west","mountain"
"10612","idaho",2002,"All","Petroleum Products",10.2,NA,38897,1340372,"west","mountain"
"10613","idaho",2002,"Commercial","All",1,100048,38897,1340372,"west","mountain"
"10614","idaho",2002,"Commercial","Coal",0,NA,38897,1340372,"west","mountain"
"10615","idaho",2002,"Commercial","Natural Gas",0.7,NA,38897,1340372,"west","mountain"
"10616","idaho",2002,"Commercial","Petroleum Products",0.2,NA,38897,1340372,"west","mountain"
"10617","idaho",2002,"Electric Power","All",0.1,93148,38897,1340372,"west","mountain"
"10618","idaho",2002,"Electric Power","Coal",0,NA,38897,1340372,"west","mountain"
"10619","idaho",2002,"Electric Power","Natural Gas",0.1,NA,38897,1340372,"west","mountain"
"10620","idaho",2002,"Electric Power","Petroleum Products",0,NA,38897,1340372,"west","mountain"
"10621","idaho",2002,"Industrial","All",3.8,166707,38897,1340372,"west","mountain"
"10622","idaho",2002,"Industrial","Coal",0.9,NA,38897,1340372,"west","mountain"
"10623","idaho",2002,"Industrial","Natural Gas",1.6,NA,38897,1340372,"west","mountain"
"10624","idaho",2002,"Industrial","Petroleum Products",1.3,NA,38897,1340372,"west","mountain"
"10625","idaho",2002,"Residential","All",1.4,106317,38897,1340372,"west","mountain"
"10626","idaho",2002,"Residential","Coal",0,NA,38897,1340372,"west","mountain"
"10627","idaho",2002,"Residential","Natural Gas",1.1,NA,38897,1340372,"west","mountain"
"10628","idaho",2002,"Residential","Petroleum Products",0.3,NA,38897,1340372,"west","mountain"
"10629","idaho",2002,"Transportation","All",8.7,123432,38897,1340372,"west","mountain"
"10630","idaho",2002,"Transportation","Coal",0,NA,38897,1340372,"west","mountain"
"10631","idaho",2002,"Transportation","Natural Gas",0.3,NA,38897,1340372,"west","mountain"
"10632","idaho",2002,"Transportation","Petroleum Products",8.4,NA,38897,1340372,"west","mountain"
"10633","idaho",2003,"All","All",14.4,469830,40703,1363380,"west","mountain"
"10634","idaho",2003,"All","Coal",1,NA,40703,1363380,"west","mountain"
"10635","idaho",2003,"All","Natural Gas",3.8,NA,40703,1363380,"west","mountain"
"10636","idaho",2003,"All","Petroleum Products",9.7,NA,40703,1363380,"west","mountain"
"10637","idaho",2003,"Commercial","All",0.9,76502,40703,1363380,"west","mountain"
"10638","idaho",2003,"Commercial","Coal",0,NA,40703,1363380,"west","mountain"
"10639","idaho",2003,"Commercial","Natural Gas",0.7,NA,40703,1363380,"west","mountain"
"10640","idaho",2003,"Commercial","Petroleum Products",0.2,NA,40703,1363380,"west","mountain"
"10641","idaho",2003,"Electric Power","All",0.5,95658,40703,1363380,"west","mountain"
"10642","idaho",2003,"Electric Power","Coal",0,NA,40703,1363380,"west","mountain"
"10643","idaho",2003,"Electric Power","Natural Gas",0.5,NA,40703,1363380,"west","mountain"
"10644","idaho",2003,"Electric Power","Petroleum Products",0,NA,40703,1363380,"west","mountain"
"10645","idaho",2003,"Industrial","All",3.5,172787,40703,1363380,"west","mountain"
"10646","idaho",2003,"Industrial","Coal",0.9,NA,40703,1363380,"west","mountain"
"10647","idaho",2003,"Industrial","Natural Gas",1.4,NA,40703,1363380,"west","mountain"
"10648","idaho",2003,"Industrial","Petroleum Products",1.2,NA,40703,1363380,"west","mountain"
"10649","idaho",2003,"Residential","All",1.3,103324,40703,1363380,"west","mountain"
"10650","idaho",2003,"Residential","Coal",0,NA,40703,1363380,"west","mountain"
"10651","idaho",2003,"Residential","Natural Gas",1,NA,40703,1363380,"west","mountain"
"10652","idaho",2003,"Residential","Petroleum Products",0.3,NA,40703,1363380,"west","mountain"
"10653","idaho",2003,"Transportation","All",8.3,117217,40703,1363380,"west","mountain"
"10654","idaho",2003,"Transportation","Coal",0,NA,40703,1363380,"west","mountain"
"10655","idaho",2003,"Transportation","Natural Gas",0.3,NA,40703,1363380,"west","mountain"
"10656","idaho",2003,"Transportation","Petroleum Products",8,NA,40703,1363380,"west","mountain"
"10657","idaho",2004,"All","All",15.6,501973,43610,1391802,"west","mountain"
"10658","idaho",2004,"All","Coal",1.2,NA,43610,1391802,"west","mountain"
"10659","idaho",2004,"All","Natural Gas",4.2,NA,43610,1391802,"west","mountain"
