"","state","year","sector","source","carbdiox_millmtrcton","bill.btu","gdp.mill.curr","population","region","division"
"1","alabama",1980,"All","All",106.9,1645058,36142,3899671,"south","east south cenral"
"2","alabama",1980,"All","Coal",61.6,NA,36142,3899671,"south","east south cenral"
"3","alabama",1980,"All","Natural Gas",14.8,NA,36142,3899671,"south","east south cenral"
"4","alabama",1980,"All","Petroleum Products",30.5,NA,36142,3899671,"south","east south cenral"
"5","alabama",1980,"Commercial","All",2.6,127020,36142,3899671,"south","east south cenral"
"6","alabama",1980,"Commercial","Coal",0.4,NA,36142,3899671,"south","east south cenral"
"7","alabama",1980,"Commercial","Natural Gas",1.6,NA,36142,3899671,"south","east south cenral"
"8","alabama",1980,"Commercial","Petroleum Products",0.6,NA,36142,3899671,"south","east south cenral"
"9","alabama",1980,"Electric Power","All",44.1,824626,36142,3899671,"south","east south cenral"
"10","alabama",1980,"Electric Power","Coal",43.9,NA,36142,3899671,"south","east south cenral"
"11","alabama",1980,"Electric Power","Natural Gas",0.1,NA,36142,3899671,"south","east south cenral"
"12","alabama",1980,"Electric Power","Petroleum Products",0.1,NA,36142,3899671,"south","east south cenral"
"13","alabama",1980,"Industrial","All",31.8,895755,36142,3899671,"south","east south cenral"
"14","alabama",1980,"Industrial","Coal",17.1,NA,36142,3899671,"south","east south cenral"
"15","alabama",1980,"Industrial","Natural Gas",9.3,NA,36142,3899671,"south","east south cenral"
"16","alabama",1980,"Industrial","Petroleum Products",5.3,NA,36142,3899671,"south","east south cenral"
"17","alabama",1980,"Residential","All",3.6,272402,36142,3899671,"south","east south cenral"
"18","alabama",1980,"Residential","Coal",0.1,NA,36142,3899671,"south","east south cenral"
"19","alabama",1980,"Residential","Natural Gas",2.9,NA,36142,3899671,"south","east south cenral"
"20","alabama",1980,"Residential","Petroleum Products",0.6,NA,36142,3899671,"south","east south cenral"
"21","alabama",1980,"Transportation","All",24.8,349881,36142,3899671,"south","east south cenral"
"22","alabama",1980,"Transportation","Coal",0,NA,36142,3899671,"south","east south cenral"
"23","alabama",1980,"Transportation","Natural Gas",0.9,NA,36142,3899671,"south","east south cenral"
"24","alabama",1980,"Transportation","Petroleum Products",23.9,NA,36142,3899671,"south","east south cenral"
"25","alabama",1981,"All","All",103.3,1604167,40257,3918526,"south","east south cenral"
"26","alabama",1981,"All","Coal",58.8,NA,40257,3918526,"south","east south cenral"
"27","alabama",1981,"All","Natural Gas",14.9,NA,40257,3918526,"south","east south cenral"
"28","alabama",1981,"All","Petroleum Products",29.6,NA,40257,3918526,"south","east south cenral"
"29","alabama",1981,"Commercial","All",2.4,144998,40257,3918526,"south","east south cenral"
"30","alabama",1981,"Commercial","Coal",0.2,NA,40257,3918526,"south","east south cenral"
"31","alabama",1981,"Commercial","Natural Gas",1.5,NA,40257,3918526,"south","east south cenral"
"32","alabama",1981,"Commercial","Petroleum Products",0.8,NA,40257,3918526,"south","east south cenral"
"33","alabama",1981,"Electric Power","All",44.1,794278,40257,3918526,"south","east south cenral"
"34","alabama",1981,"Electric Power","Coal",43.9,NA,40257,3918526,"south","east south cenral"
"35","alabama",1981,"Electric Power","Natural Gas",0.1,NA,40257,3918526,"south","east south cenral"
"36","alabama",1981,"Electric Power","Petroleum Products",0,NA,40257,3918526,"south","east south cenral"
"37","alabama",1981,"Industrial","All",29.3,854756,40257,3918526,"south","east south cenral"
"38","alabama",1981,"Industrial","Coal",14.7,NA,40257,3918526,"south","east south cenral"
"39","alabama",1981,"Industrial","Natural Gas",9.6,NA,40257,3918526,"south","east south cenral"
"40","alabama",1981,"Industrial","Petroleum Products",5,NA,40257,3918526,"south","east south cenral"
"41","alabama",1981,"Residential","All",3.4,262297,40257,3918526,"south","east south cenral"
"42","alabama",1981,"Residential","Coal",0,NA,40257,3918526,"south","east south cenral"
"43","alabama",1981,"Residential","Natural Gas",2.8,NA,40257,3918526,"south","east south cenral"
"44","alabama",1981,"Residential","Petroleum Products",0.6,NA,40257,3918526,"south","east south cenral"
"45","alabama",1981,"Transportation","All",24.2,342115,40257,3918526,"south","east south cenral"
"46","alabama",1981,"Transportation","Coal",0,NA,40257,3918526,"south","east south cenral"
"47","alabama",1981,"Transportation","Natural Gas",1,NA,40257,3918526,"south","east south cenral"
"48","alabama",1981,"Transportation","Petroleum Products",23.2,NA,40257,3918526,"south","east south cenral"
"49","alabama",1982,"All","All",90.7,1499225,41778,3925328,"south","east south cenral"
"50","alabama",1982,"All","Coal",47.8,NA,41778,3925328,"south","east south cenral"
"51","alabama",1982,"All","Natural Gas",13.4,NA,41778,3925328,"south","east south cenral"
"52","alabama",1982,"All","Petroleum Products",29.5,NA,41778,3925328,"south","east south cenral"
"53","alabama",1982,"Commercial","All",2.3,145627,41778,3925328,"south","east south cenral"
"54","alabama",1982,"Commercial","Coal",0.2,NA,41778,3925328,"south","east south cenral"
"55","alabama",1982,"Commercial","Natural Gas",1.4,NA,41778,3925328,"south","east south cenral"
"56","alabama",1982,"Commercial","Petroleum Products",0.6,NA,41778,3925328,"south","east south cenral"
"57","alabama",1982,"Electric Power","All",35.3,795197,41778,3925328,"south","east south cenral"
"58","alabama",1982,"Electric Power","Coal",35.2,NA,41778,3925328,"south","east south cenral"
"59","alabama",1982,"Electric Power","Natural Gas",0.1,NA,41778,3925328,"south","east south cenral"
"60","alabama",1982,"Electric Power","Petroleum Products",0,NA,41778,3925328,"south","east south cenral"
"61","alabama",1982,"Industrial","All",26.2,752786,41778,3925328,"south","east south cenral"
"62","alabama",1982,"Industrial","Coal",12.3,NA,41778,3925328,"south","east south cenral"
"63","alabama",1982,"Industrial","Natural Gas",8.4,NA,41778,3925328,"south","east south cenral"
"64","alabama",1982,"Industrial","Petroleum Products",5.5,NA,41778,3925328,"south","east south cenral"
"65","alabama",1982,"Residential","All",3.4,267637,41778,3925328,"south","east south cenral"
"66","alabama",1982,"Residential","Coal",0,NA,41778,3925328,"south","east south cenral"
"67","alabama",1982,"Residential","Natural Gas",2.6,NA,41778,3925328,"south","east south cenral"
"68","alabama",1982,"Residential","Petroleum Products",0.7,NA,41778,3925328,"south","east south cenral"
"69","alabama",1982,"Transportation","All",23.5,333175,41778,3925328,"south","east south cenral"
"70","alabama",1982,"Transportation","Coal",0,NA,41778,3925328,"south","east south cenral"
"71","alabama",1982,"Transportation","Natural Gas",0.9,NA,41778,3925328,"south","east south cenral"
"72","alabama",1982,"Transportation","Petroleum Products",22.7,NA,41778,3925328,"south","east south cenral"
"73","alabama",1983,"All","All",89.7,1446066,45679,3934100,"south","east south cenral"
"74","alabama",1983,"All","Coal",49.9,NA,45679,3934100,"south","east south cenral"
"75","alabama",1983,"All","Natural Gas",12.2,NA,45679,3934100,"south","east south cenral"
"76","alabama",1983,"All","Petroleum Products",27.7,NA,45679,3934100,"south","east south cenral"
"77","alabama",1983,"Commercial","All",2.5,149777,45679,3934100,"south","east south cenral"
"78","alabama",1983,"Commercial","Coal",0.3,NA,45679,3934100,"south","east south cenral"
"79","alabama",1983,"Commercial","Natural Gas",1.5,NA,45679,3934100,"south","east south cenral"
"80","alabama",1983,"Commercial","Petroleum Products",0.8,NA,45679,3934100,"south","east south cenral"
"81","alabama",1983,"Electric Power","All",38.8,804217,45679,3934100,"south","east south cenral"
"82","alabama",1983,"Electric Power","Coal",38.7,NA,45679,3934100,"south","east south cenral"
"83","alabama",1983,"Electric Power","Natural Gas",0,NA,45679,3934100,"south","east south cenral"
"84","alabama",1983,"Electric Power","Petroleum Products",0.1,NA,45679,3934100,"south","east south cenral"
"85","alabama",1983,"Industrial","All",22,707128,45679,3934100,"south","east south cenral"
"86","alabama",1983,"Industrial","Coal",10.9,NA,45679,3934100,"south","east south cenral"
"87","alabama",1983,"Industrial","Natural Gas",7.3,NA,45679,3934100,"south","east south cenral"
"88","alabama",1983,"Industrial","Petroleum Products",3.8,NA,45679,3934100,"south","east south cenral"
"89","alabama",1983,"Residential","All",3.5,264711,45679,3934100,"south","east south cenral"
"90","alabama",1983,"Residential","Coal",0,NA,45679,3934100,"south","east south cenral"
"91","alabama",1983,"Residential","Natural Gas",2.7,NA,45679,3934100,"south","east south cenral"
"92","alabama",1983,"Residential","Petroleum Products",0.8,NA,45679,3934100,"south","east south cenral"
"93","alabama",1983,"Transportation","All",22.9,324450,45679,3934100,"south","east south cenral"
"94","alabama",1983,"Transportation","Coal",0,NA,45679,3934100,"south","east south cenral"
"95","alabama",1983,"Transportation","Natural Gas",0.7,NA,45679,3934100,"south","east south cenral"
"96","alabama",1983,"Transportation","Petroleum Products",22.2,NA,45679,3934100,"south","east south cenral"
"97","alabama",1984,"All","All",95.2,1544689,50010,3951766,"south","east south cenral"
"98","alabama",1984,"All","Coal",54.7,NA,50010,3951766,"south","east south cenral"
"99","alabama",1984,"All","Natural Gas",12.7,NA,50010,3951766,"south","east south cenral"
"100","alabama",1984,"All","Petroleum Products",27.8,NA,50010,3951766,"south","east south cenral"
"101","alabama",1984,"Commercial","All",2.3,134827,50010,3951766,"south","east south cenral"
"102","alabama",1984,"Commercial","Coal",0.3,NA,50010,3951766,"south","east south cenral"
"103","alabama",1984,"Commercial","Natural Gas",1.5,NA,50010,3951766,"south","east south cenral"
"104","alabama",1984,"Commercial","Petroleum Products",0.6,NA,50010,3951766,"south","east south cenral"
"105","alabama",1984,"Electric Power","All",40.3,803749,50010,3951766,"south","east south cenral"
"106","alabama",1984,"Electric Power","Coal",40.2,NA,50010,3951766,"south","east south cenral"
"107","alabama",1984,"Electric Power","Natural Gas",0,NA,50010,3951766,"south","east south cenral"
"108","alabama",1984,"Electric Power","Petroleum Products",0,NA,50010,3951766,"south","east south cenral"
"109","alabama",1984,"Industrial","All",25.5,793424,50010,3951766,"south","east south cenral"
"110","alabama",1984,"Industrial","Coal",14.1,NA,50010,3951766,"south","east south cenral"
"111","alabama",1984,"Industrial","Natural Gas",7.7,NA,50010,3951766,"south","east south cenral"
"112","alabama",1984,"Industrial","Petroleum Products",3.6,NA,50010,3951766,"south","east south cenral"
"113","alabama",1984,"Residential","All",3.3,278741,50010,3951766,"south","east south cenral"
"114","alabama",1984,"Residential","Coal",0.1,NA,50010,3951766,"south","east south cenral"
"115","alabama",1984,"Residential","Natural Gas",2.8,NA,50010,3951766,"south","east south cenral"
"116","alabama",1984,"Residential","Petroleum Products",0.5,NA,50010,3951766,"south","east south cenral"
"117","alabama",1984,"Transportation","All",23.8,337697,50010,3951766,"south","east south cenral"
"118","alabama",1984,"Transportation","Coal",0,NA,50010,3951766,"south","east south cenral"
"119","alabama",1984,"Transportation","Natural Gas",0.7,NA,50010,3951766,"south","east south cenral"
"120","alabama",1984,"Transportation","Petroleum Products",23.1,NA,50010,3951766,"south","east south cenral"
"121","alabama",1985,"All","All",101.5,1519791,53824,3972539,"south","east south cenral"
"122","alabama",1985,"All","Coal",62.1,NA,53824,3972539,"south","east south cenral"
"123","alabama",1985,"All","Natural Gas",12.1,NA,53824,3972539,"south","east south cenral"
"124","alabama",1985,"All","Petroleum Products",27.2,NA,53824,3972539,"south","east south cenral"
"125","alabama",1985,"Commercial","All",2.5,141271,53824,3972539,"south","east south cenral"
"126","alabama",1985,"Commercial","Coal",0.2,NA,53824,3972539,"south","east south cenral"
"127","alabama",1985,"Commercial","Natural Gas",1.4,NA,53824,3972539,"south","east south cenral"
"128","alabama",1985,"Commercial","Petroleum Products",0.9,NA,53824,3972539,"south","east south cenral"
"129","alabama",1985,"Electric Power","All",48.9,744895,53824,3972539,"south","east south cenral"
"130","alabama",1985,"Electric Power","Coal",48.8,NA,53824,3972539,"south","east south cenral"
"131","alabama",1985,"Electric Power","Natural Gas",0.1,NA,53824,3972539,"south","east south cenral"
"132","alabama",1985,"Electric Power","Petroleum Products",0,NA,53824,3972539,"south","east south cenral"
"133","alabama",1985,"Industrial","All",23.5,768321,53824,3972539,"south","east south cenral"
"134","alabama",1985,"Industrial","Coal",13,NA,53824,3972539,"south","east south cenral"
"135","alabama",1985,"Industrial","Natural Gas",7.6,NA,53824,3972539,"south","east south cenral"
"136","alabama",1985,"Industrial","Petroleum Products",2.9,NA,53824,3972539,"south","east south cenral"
"137","alabama",1985,"Residential","All",2.9,275387,53824,3972539,"south","east south cenral"
"138","alabama",1985,"Residential","Coal",0.1,NA,53824,3972539,"south","east south cenral"
"139","alabama",1985,"Residential","Natural Gas",2.4,NA,53824,3972539,"south","east south cenral"
"140","alabama",1985,"Residential","Petroleum Products",0.5,NA,53824,3972539,"south","east south cenral"
"141","alabama",1985,"Transportation","All",23.5,334812,53824,3972539,"south","east south cenral"
"142","alabama",1985,"Transportation","Coal",0,NA,53824,3972539,"south","east south cenral"
"143","alabama",1985,"Transportation","Natural Gas",0.6,NA,53824,3972539,"south","east south cenral"
"144","alabama",1985,"Transportation","Petroleum Products",22.9,NA,53824,3972539,"south","east south cenral"
"145","alabama",1986,"All","All",101.5,1504837,56134,3991552,"south","east south cenral"
"146","alabama",1986,"All","Coal",61.9,NA,56134,3991552,"south","east south cenral"
"147","alabama",1986,"All","Natural Gas",11.2,NA,56134,3991552,"south","east south cenral"
"148","alabama",1986,"All","Petroleum Products",28.4,NA,56134,3991552,"south","east south cenral"
"149","alabama",1986,"Commercial","All",2.5,144272,56134,3991552,"south","east south cenral"
"150","alabama",1986,"Commercial","Coal",0.2,NA,56134,3991552,"south","east south cenral"
"151","alabama",1986,"Commercial","Natural Gas",1.4,NA,56134,3991552,"south","east south cenral"
"152","alabama",1986,"Commercial","Petroleum Products",0.9,NA,56134,3991552,"south","east south cenral"
"153","alabama",1986,"Electric Power","All",49.1,700409,56134,3991552,"south","east south cenral"
"154","alabama",1986,"Electric Power","Coal",49.1,NA,56134,3991552,"south","east south cenral"
"155","alabama",1986,"Electric Power","Natural Gas",0.1,NA,56134,3991552,"south","east south cenral"
"156","alabama",1986,"Electric Power","Petroleum Products",0,NA,56134,3991552,"south","east south cenral"
"157","alabama",1986,"Industrial","All",22.4,727463,56134,3991552,"south","east south cenral"
"158","alabama",1986,"Industrial","Coal",12.6,NA,56134,3991552,"south","east south cenral"
"159","alabama",1986,"Industrial","Natural Gas",6.7,NA,56134,3991552,"south","east south cenral"
"160","alabama",1986,"Industrial","Petroleum Products",3.1,NA,56134,3991552,"south","east south cenral"
"161","alabama",1986,"Residential","All",3,283907,56134,3991552,"south","east south cenral"
"162","alabama",1986,"Residential","Coal",0.1,NA,56134,3991552,"south","east south cenral"
"163","alabama",1986,"Residential","Natural Gas",2.5,NA,56134,3991552,"south","east south cenral"
"164","alabama",1986,"Residential","Petroleum Products",0.5,NA,56134,3991552,"south","east south cenral"
"165","alabama",1986,"Transportation","All",24.5,349194,56134,3991552,"south","east south cenral"
"166","alabama",1986,"Transportation","Coal",0,NA,56134,3991552,"south","east south cenral"
"167","alabama",1986,"Transportation","Natural Gas",0.5,NA,56134,3991552,"south","east south cenral"
"168","alabama",1986,"Transportation","Petroleum Products",23.9,NA,56134,3991552,"south","east south cenral"
"169","alabama",1987,"All","All",103.6,1582744,60752,4015266,"south","east south cenral"
"170","alabama",1987,"All","Coal",61.9,NA,60752,4015266,"south","east south cenral"
"171","alabama",1987,"All","Natural Gas",11.4,NA,60752,4015266,"south","east south cenral"
"172","alabama",1987,"All","Petroleum Products",30.3,NA,60752,4015266,"south","east south cenral"
"173","alabama",1987,"Commercial","All",2.3,147090,60752,4015266,"south","east south cenral"
"174","alabama",1987,"Commercial","Coal",0.2,NA,60752,4015266,"south","east south cenral"
"175","alabama",1987,"Commercial","Natural Gas",1.2,NA,60752,4015266,"south","east south cenral"
"176","alabama",1987,"Commercial","Petroleum Products",0.8,NA,60752,4015266,"south","east south cenral"
"177","alabama",1987,"Electric Power","All",47.8,704087,60752,4015266,"south","east south cenral"
"178","alabama",1987,"Electric Power","Coal",47.7,NA,60752,4015266,"south","east south cenral"
"179","alabama",1987,"Electric Power","Natural Gas",0.1,NA,60752,4015266,"south","east south cenral"
"180","alabama",1987,"Electric Power","Petroleum Products",0,NA,60752,4015266,"south","east south cenral"
"181","alabama",1987,"Industrial","All",24.1,766436,60752,4015266,"south","east south cenral"
"182","alabama",1987,"Industrial","Coal",13.9,NA,60752,4015266,"south","east south cenral"
"183","alabama",1987,"Industrial","Natural Gas",6.7,NA,60752,4015266,"south","east south cenral"
"184","alabama",1987,"Industrial","Petroleum Products",3.5,NA,60752,4015266,"south","east south cenral"
"185","alabama",1987,"Residential","All",3.4,294335,60752,4015266,"south","east south cenral"
"186","alabama",1987,"Residential","Coal",0.1,NA,60752,4015266,"south","east south cenral"
"187","alabama",1987,"Residential","Natural Gas",2.7,NA,60752,4015266,"south","east south cenral"
"188","alabama",1987,"Residential","Petroleum Products",0.6,NA,60752,4015266,"south","east south cenral"
"189","alabama",1987,"Transportation","All",26,374882,60752,4015266,"south","east south cenral"
"190","alabama",1987,"Transportation","Coal",0,NA,60752,4015266,"south","east south cenral"
"191","alabama",1987,"Transportation","Natural Gas",0.6,NA,60752,4015266,"south","east south cenral"
"192","alabama",1987,"Transportation","Petroleum Products",25.3,NA,60752,4015266,"south","east south cenral"
"193","alabama",1988,"All","All",105,1651823,66008,4023902,"south","east south cenral"
"194","alabama",1988,"All","Coal",61.2,NA,66008,4023902,"south","east south cenral"
"195","alabama",1988,"All","Natural Gas",12.9,NA,66008,4023902,"south","east south cenral"
"196","alabama",1988,"All","Petroleum Products",30.8,NA,66008,4023902,"south","east south cenral"
"197","alabama",1988,"Commercial","All",2.6,155809,66008,4023902,"south","east south cenral"
"198","alabama",1988,"Commercial","Coal",0.3,NA,66008,4023902,"south","east south cenral"
"199","alabama",1988,"Commercial","Natural Gas",1.4,NA,66008,4023902,"south","east south cenral"
"200","alabama",1988,"Commercial","Petroleum Products",1,NA,66008,4023902,"south","east south cenral"
"201","alabama",1988,"Electric Power","All",46,683242,66008,4023902,"south","east south cenral"
"202","alabama",1988,"Electric Power","Coal",45.8,NA,66008,4023902,"south","east south cenral"
"203","alabama",1988,"Electric Power","Natural Gas",0.1,NA,66008,4023902,"south","east south cenral"
"204","alabama",1988,"Electric Power","Petroleum Products",0.1,NA,66008,4023902,"south","east south cenral"
"205","alabama",1988,"Industrial","All",26.6,818433,66008,4023902,"south","east south cenral"
"206","alabama",1988,"Industrial","Coal",15.1,NA,66008,4023902,"south","east south cenral"
"207","alabama",1988,"Industrial","Natural Gas",8,NA,66008,4023902,"south","east south cenral"
"208","alabama",1988,"Industrial","Petroleum Products",3.5,NA,66008,4023902,"south","east south cenral"
"209","alabama",1988,"Residential","All",3.4,299596,66008,4023902,"south","east south cenral"
"210","alabama",1988,"Residential","Coal",0.1,NA,66008,4023902,"south","east south cenral"
"211","alabama",1988,"Residential","Natural Gas",2.7,NA,66008,4023902,"south","east south cenral"
"212","alabama",1988,"Residential","Petroleum Products",0.6,NA,66008,4023902,"south","east south cenral"
"213","alabama",1988,"Transportation","All",26.3,377984,66008,4023902,"south","east south cenral"
"214","alabama",1988,"Transportation","Coal",0,NA,66008,4023902,"south","east south cenral"
"215","alabama",1988,"Transportation","Natural Gas",0.7,NA,66008,4023902,"south","east south cenral"
"216","alabama",1988,"Transportation","Petroleum Products",25.7,NA,66008,4023902,"south","east south cenral"
"217","alabama",1989,"All","All",110,1683262,68394,4030239,"south","east south cenral"
"218","alabama",1989,"All","Coal",64,NA,68394,4030239,"south","east south cenral"
"219","alabama",1989,"All","Natural Gas",13.5,NA,68394,4030239,"south","east south cenral"
"220","alabama",1989,"All","Petroleum Products",32.5,NA,68394,4030239,"south","east south cenral"
"221","alabama",1989,"Commercial","All",2.5,169218,68394,4030239,"south","east south cenral"
"222","alabama",1989,"Commercial","Coal",0.1,NA,68394,4030239,"south","east south cenral"
"223","alabama",1989,"Commercial","Natural Gas",1.4,NA,68394,4030239,"south","east south cenral"
"224","alabama",1989,"Commercial","Petroleum Products",0.9,NA,68394,4030239,"south","east south cenral"
"225","alabama",1989,"Electric Power","All",50.6,823648,68394,4030239,"south","east south cenral"
"226","alabama",1989,"Electric Power","Coal",50.3,NA,68394,4030239,"south","east south cenral"
"227","alabama",1989,"Electric Power","Natural Gas",0.2,NA,68394,4030239,"south","east south cenral"
"228","alabama",1989,"Electric Power","Petroleum Products",0.1,NA,68394,4030239,"south","east south cenral"
"229","alabama",1989,"Industrial","All",25.4,804787,68394,4030239,"south","east south cenral"
"230","alabama",1989,"Industrial","Coal",13.6,NA,68394,4030239,"south","east south cenral"
"231","alabama",1989,"Industrial","Natural Gas",8.5,NA,68394,4030239,"south","east south cenral"
"232","alabama",1989,"Industrial","Petroleum Products",3.3,NA,68394,4030239,"south","east south cenral"
"233","alabama",1989,"Residential","All",3.3,307934,68394,4030239,"south","east south cenral"
"234","alabama",1989,"Residential","Coal",0,NA,68394,4030239,"south","east south cenral"
"235","alabama",1989,"Residential","Natural Gas",2.6,NA,68394,4030239,"south","east south cenral"
"236","alabama",1989,"Residential","Petroleum Products",0.7,NA,68394,4030239,"south","east south cenral"
"237","alabama",1989,"Transportation","All",28.3,401324,68394,4030239,"south","east south cenral"
"238","alabama",1989,"Transportation","Coal",0,NA,68394,4030239,"south","east south cenral"
"239","alabama",1989,"Transportation","Natural Gas",0.7,NA,68394,4030239,"south","east south cenral"
"240","alabama",1989,"Transportation","Petroleum Products",27.5,NA,68394,4030239,"south","east south cenral"
"241","alabama",1990,"All","All",109.9,1665541,71610,4050055,"south","east south cenral"
"242","alabama",1990,"All","Coal",64.2,NA,71610,4050055,"south","east south cenral"
"243","alabama",1990,"All","Natural Gas",13.4,NA,71610,4050055,"south","east south cenral"
"244","alabama",1990,"All","Petroleum Products",32.3,NA,71610,4050055,"south","east south cenral"
"245","alabama",1990,"Commercial","All",2.4,171433,71610,4050055,"south","east south cenral"
"246","alabama",1990,"Commercial","Coal",0.2,NA,71610,4050055,"south","east south cenral"
"247","alabama",1990,"Commercial","Natural Gas",1.3,NA,71610,4050055,"south","east south cenral"
"248","alabama",1990,"Commercial","Petroleum Products",0.9,NA,71610,4050055,"south","east south cenral"
"249","alabama",1990,"Electric Power","All",50.9,804418,71610,4050055,"south","east south cenral"
"250","alabama",1990,"Electric Power","Coal",50.5,NA,71610,4050055,"south","east south cenral"
"251","alabama",1990,"Electric Power","Natural Gas",0.3,NA,71610,4050055,"south","east south cenral"
"252","alabama",1990,"Electric Power","Petroleum Products",0.1,NA,71610,4050055,"south","east south cenral"
"253","alabama",1990,"Industrial","All",25.5,792598,71610,4050055,"south","east south cenral"
"254","alabama",1990,"Industrial","Coal",13.5,NA,71610,4050055,"south","east south cenral"
"255","alabama",1990,"Industrial","Natural Gas",8.5,NA,71610,4050055,"south","east south cenral"
"256","alabama",1990,"Industrial","Petroleum Products",3.5,NA,71610,4050055,"south","east south cenral"
"257","alabama",1990,"Residential","All",3.1,303712,71610,4050055,"south","east south cenral"
"258","alabama",1990,"Residential","Coal",0,NA,71610,4050055,"south","east south cenral"
"259","alabama",1990,"Residential","Natural Gas",2.5,NA,71610,4050055,"south","east south cenral"
"260","alabama",1990,"Residential","Petroleum Products",0.6,NA,71610,4050055,"south","east south cenral"
"261","alabama",1990,"Transportation","All",28,397799,71610,4050055,"south","east south cenral"
"262","alabama",1990,"Transportation","Coal",0,NA,71610,4050055,"south","east south cenral"
"263","alabama",1990,"Transportation","Natural Gas",0.8,NA,71610,4050055,"south","east south cenral"
"264","alabama",1990,"Transportation","Petroleum Products",27.2,NA,71610,4050055,"south","east south cenral"
"265","alabama",1991,"All","All",114.2,1682947,76043,4099156,"south","east south cenral"
"266","alabama",1991,"All","Coal",68.2,NA,76043,4099156,"south","east south cenral"
"267","alabama",1991,"All","Natural Gas",13.9,NA,76043,4099156,"south","east south cenral"
"268","alabama",1991,"All","Petroleum Products",32.1,NA,76043,4099156,"south","east south cenral"
"269","alabama",1991,"Commercial","All",2,167972,76043,4099156,"south","east south cenral"
"270","alabama",1991,"Commercial","Coal",0,NA,76043,4099156,"south","east south cenral"
"271","alabama",1991,"Commercial","Natural Gas",1.3,NA,76043,4099156,"south","east south cenral"
"272","alabama",1991,"Commercial","Petroleum Products",0.7,NA,76043,4099156,"south","east south cenral"
"273","alabama",1991,"Electric Power","All",54.8,888828,76043,4099156,"south","east south cenral"
"274","alabama",1991,"Electric Power","Coal",54.5,NA,76043,4099156,"south","east south cenral"
"275","alabama",1991,"Electric Power","Natural Gas",0.3,NA,76043,4099156,"south","east south cenral"
"276","alabama",1991,"Electric Power","Petroleum Products",0.1,NA,76043,4099156,"south","east south cenral"
"277","alabama",1991,"Industrial","All",25.7,802329,76043,4099156,"south","east south cenral"
"278","alabama",1991,"Industrial","Coal",13.7,NA,76043,4099156,"south","east south cenral"
"279","alabama",1991,"Industrial","Natural Gas",8.9,NA,76043,4099156,"south","east south cenral"
"280","alabama",1991,"Industrial","Petroleum Products",3.1,NA,76043,4099156,"south","east south cenral"
"281","alabama",1991,"Residential","All",3,306522,76043,4099156,"south","east south cenral"
"282","alabama",1991,"Residential","Coal",0,NA,76043,4099156,"south","east south cenral"
"283","alabama",1991,"Residential","Natural Gas",2.5,NA,76043,4099156,"south","east south cenral"
"284","alabama",1991,"Residential","Petroleum Products",0.5,NA,76043,4099156,"south","east south cenral"
"285","alabama",1991,"Transportation","All",28.6,406123,76043,4099156,"south","east south cenral"
"286","alabama",1991,"Transportation","Coal",0,NA,76043,4099156,"south","east south cenral"
"287","alabama",1991,"Transportation","Natural Gas",0.9,NA,76043,4099156,"south","east south cenral"
"288","alabama",1991,"Transportation","Petroleum Products",27.7,NA,76043,4099156,"south","east south cenral"
"289","alabama",1992,"All","All",120.9,1753453,81260,4154014,"south","east south cenral"
"290","alabama",1992,"All","Coal",72.9,NA,81260,4154014,"south","east south cenral"
"291","alabama",1992,"All","Natural Gas",15.3,NA,81260,4154014,"south","east south cenral"
"292","alabama",1992,"All","Petroleum Products",32.7,NA,81260,4154014,"south","east south cenral"
"293","alabama",1992,"Commercial","All",2.1,164857,81260,4154014,"south","east south cenral"
"294","alabama",1992,"Commercial","Coal",0.2,NA,81260,4154014,"south","east south cenral"
"295","alabama",1992,"Commercial","Natural Gas",1.4,NA,81260,4154014,"south","east south cenral"
"296","alabama",1992,"Commercial","Petroleum Products",0.6,NA,81260,4154014,"south","east south cenral"
"297","alabama",1992,"Electric Power","All",57.6,947577,81260,4154014,"south","east south cenral"
"298","alabama",1992,"Electric Power","Coal",57.3,NA,81260,4154014,"south","east south cenral"
"299","alabama",1992,"Electric Power","Natural Gas",0.3,NA,81260,4154014,"south","east south cenral"
"300","alabama",1992,"Electric Power","Petroleum Products",0.1,NA,81260,4154014,"south","east south cenral"
"301","alabama",1992,"Industrial","All",28.7,862719,81260,4154014,"south","east south cenral"
"302","alabama",1992,"Industrial","Coal",15.5,NA,81260,4154014,"south","east south cenral"
"303","alabama",1992,"Industrial","Natural Gas",9.9,NA,81260,4154014,"south","east south cenral"
"304","alabama",1992,"Industrial","Petroleum Products",3.3,NA,81260,4154014,"south","east south cenral"
"305","alabama",1992,"Residential","All",3.2,308396,81260,4154014,"south","east south cenral"
"306","alabama",1992,"Residential","Coal",0,NA,81260,4154014,"south","east south cenral"
"307","alabama",1992,"Residential","Natural Gas",2.7,NA,81260,4154014,"south","east south cenral"
"308","alabama",1992,"Residential","Petroleum Products",0.5,NA,81260,4154014,"south","east south cenral"
"309","alabama",1992,"Transportation","All",29.3,417482,81260,4154014,"south","east south cenral"
"310","alabama",1992,"Transportation","Coal",0,NA,81260,4154014,"south","east south cenral"
"311","alabama",1992,"Transportation","Natural Gas",1,NA,81260,4154014,"south","east south cenral"
"312","alabama",1992,"Transportation","Petroleum Products",28.3,NA,81260,4154014,"south","east south cenral"
"313","alabama",1993,"All","All",125.8,1806214,84563,4214202,"south","east south cenral"
